title,rank,date,artist,url,region,chart,trend,streams
God is a woman,115,2018-12-17,Ariana Grande,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,Canada,top200,MOVE_UP,41103.0
God is a woman,35,2019-05-06,Ariana Grande,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,Andorra,viral50,MOVE_DOWN,
Perfect,2,2017-03-11,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Singapore,viral50,MOVE_DOWN,
Last Christmas,114,2019-12-24,Ariana Grande,https://open.spotify.com/track/5xDrO9DEDJGUQGfyoHvgDJ,Germany,top200,NEW_ENTRY,232770.0
34+35,128,2021-08-01,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,United Arab Emirates,top200,MOVE_UP,1427.0
Shape of You,47,2018-04-05,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Switzerland,top200,MOVE_DOWN,10806.0
needy,113,2019-03-13,Ariana Grande,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ,Global,top200,MOVE_DOWN,856067.0
Perfect,24,2018-01-24,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Germany,top200,MOVE_DOWN,137585.0
7 rings,118,2019-07-16,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Panama,top200,MOVE_UP,1893.0
Photograph,63,2019-01-06,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Malaysia,top200,MOVE_UP,8940.0
Shape of You,3,2018-07-18,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Japan,top200,MOVE_DOWN,19435.0
Galway Girl,24,2017-07-05,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Austria,top200,SAME_POSITION,11187.0
Photograph,154,2017-09-19,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Colombia,top200,MOVE_DOWN,5290.0
Thinking out Loud,145,2017-07-07,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Taiwan,top200,MOVE_DOWN,3215.0
"break up with your girlfriend, i'm bored",86,2019-09-17,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,Romania,top200,MOVE_UP,2037.0
Thinking out Loud,151,2018-04-25,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Paraguay,top200,MOVE_DOWN,1145.0
How Would You Feel (Paean),39,2017-03-09,Ed Sheeran,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN,Germany,top200,MOVE_DOWN,113547.0
Perfect,200,2020-08-06,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Costa Rica,top200,NEW_ENTRY,2938.0
Stuck with U (with Justin Bieber),82,2021-04-15,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,United Arab Emirates,top200,MOVE_DOWN,1697.0
Beautiful People (feat. Khalid),40,2020-01-14,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Latvia,top200,MOVE_DOWN,1682.0
Photograph,176,2019-04-24,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Paraguay,top200,MOVE_DOWN,1621.0
"break up with your girlfriend, i'm bored",139,2019-03-27,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,Peru,top200,MOVE_UP,10908.0
7 rings,48,2019-04-22,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Uruguay,top200,MOVE_UP,3603.0
Bad Habits,47,2021-08-18,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,Thailand,top200,MOVE_DOWN,17441.0
Beautiful People (feat. Khalid),24,2019-11-06,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Indonesia,top200,MOVE_DOWN,116793.0
NASA,73,2019-02-27,Ariana Grande,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq,Hong Kong,top200,MOVE_UP,4245.0
pete davidson,51,2018-08-17,Ariana Grande,https://open.spotify.com/track/0XOnMqLQDO89iAg7dWWwnG,New Zealand,top200,NEW_ENTRY,15200.0
Perfect,123,2019-07-02,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Uruguay,top200,MOVE_DOWN,1820.0
Perfect,177,2019-09-21,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Belgium,top200,MOVE_UP,5877.0
Perfect,155,2021-10-17,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Philippines,top200,MOVE_UP,33815.0
34+35,103,2021-09-11,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Malaysia,top200,MOVE_UP,8503.0
Perfect,100,2017-03-21,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,France,top200,MOVE_UP,32174.0
Shape of You,88,2018-10-25,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Peru,top200,MOVE_DOWN,12769.0
How Would You Feel (Paean),119,2017-06-29,Ed Sheeran,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN,New Zealand,top200,MOVE_DOWN,5892.0
Photograph,80,2019-01-29,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Singapore,top200,MOVE_UP,10801.0
Shape of You,66,2018-03-06,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Dominican Republic,top200,MOVE_UP,2084.0
Photograph,165,2018-10-09,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Indonesia,top200,MOVE_DOWN,16855.0
Overpass Graffiti,175,2021-11-26,Ed Sheeran,https://open.spotify.com/track/4btFHqumCO31GksfuBLLv3,Portugal,top200,MOVE_DOWN,5653.0
Perfect,159,2020-10-07,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,New Zealand,top200,MOVE_UP,7023.0
I Don't Care (with Justin Bieber),104,2019-10-25,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Uruguay,top200,MOVE_DOWN,3299.0
7 rings,27,2019-06-09,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Canada,top200,SAME_POSITION,84283.0
Photograph,135,2017-08-08,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Poland,top200,MOVE_DOWN,5834.0
Galway Girl,16,2017-06-20,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Italy,top200,MOVE_UP,77556.0
positions,91,2021-06-16,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Thailand,top200,MOVE_UP,10598.0
Cross Me (feat. Chance the Rapper & PnB Rock),153,2019-08-16,Ed Sheeran,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF,Portugal,top200,MOVE_UP,4173.0
Thinking out Loud,196,2018-03-11,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Spain,top200,NEW_ENTRY,18524.0
I Don't Care (with Justin Bieber),62,2020-01-10,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Bulgaria,top200,MOVE_DOWN,1392.0
Thinking out Loud,103,2017-03-19,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Japan,top200,MOVE_UP,1958.0
"thank u, next",1,2018-12-01,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Canada,top200,SAME_POSITION,269318.0
How Would You Feel (Paean),33,2017-02-19,Ed Sheeran,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN,Portugal,top200,MOVE_UP,8977.0
Perfect Duet (Ed Sheeran & Beyoncé),78,2018-03-06,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Belgium,top200,MOVE_DOWN,5978.0
Antisocial (with Travis Scott),94,2019-07-21,Ed Sheeran,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW,Japan,top200,MOVE_DOWN,14941.0
Perfect Duet (Ed Sheeran & Beyoncé),94,2018-05-04,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Iceland,top200,SAME_POSITION,1327.0
Shape of You,83,2018-03-29,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,France,top200,MOVE_DOWN,47079.0
God is a woman,62,2018-10-01,Ariana Grande,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,United States,top200,MOVE_DOWN,461042.0
Photograph,107,2021-08-04,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Singapore,top200,MOVE_UP,7752.0
Perfect,144,2020-12-23,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Czech Republic,top200,MOVE_DOWN,6857.0
Perfect,86,2021-02-05,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,India,top200,MOVE_UP,61556.0
One Last Time,148,2017-11-29,Ariana Grande,https://open.spotify.com/track/7bJwvubZZaoGE1AGEfu8Fi,Ireland,top200,MOVE_UP,4139.0
I Don't Care (with Justin Bieber),86,2019-12-11,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Denmark,top200,SAME_POSITION,17938.0
Perfect Duet (Ed Sheeran & Beyoncé),187,2018-06-26,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Ecuador,top200,MOVE_UP,2093.0
positions,161,2021-04-27,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Dominican Republic,top200,MOVE_UP,2131.0
I Don't Care (with Justin Bieber),59,2020-05-05,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,United Arab Emirates,top200,MOVE_UP,1254.0
positions,111,2021-06-06,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,United Kingdom,top200,MOVE_UP,61354.0
Happier,123,2018-06-14,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Germany,top200,MOVE_DOWN,56740.0
Perfect,73,2021-06-14,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,India,top200,MOVE_DOWN,56160.0
Santa Tell Me,55,2018-11-24,Ariana Grande,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,Lithuania,top200,NEW_ENTRY,1031.0
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),159,2019-11-16,Ariana Grande,https://open.spotify.com/track/6zegtH6XXd2PDPLvy1Y0n2,Slovakia,top200,MOVE_UP,1261.0
7 rings,21,2019-03-23,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,El Salvador,top200,SAME_POSITION,4583.0
Beautiful People (feat. Khalid),19,2019-10-21,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Sweden,top200,MOVE_DOWN,75397.0
Thinking out Loud,189,2018-04-19,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Dominican Republic,top200,SAME_POSITION,1011.0
Dive,99,2017-03-11,Ed Sheeran,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,Ecuador,top200,MOVE_DOWN,2566.0
positions,39,2020-11-19,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Germany,viral50,MOVE_DOWN,
Remember The Name (feat. Eminem & 50 Cent),43,2019-07-22,Ed Sheeran,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec,Sweden,top200,MOVE_DOWN,54741.0
Shape of You,10,2017-08-02,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Belgium,top200,SAME_POSITION,22245.0
"thank u, next",59,2019-04-03,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Slovakia,top200,MOVE_UP,1859.0
breathin,25,2018-08-17,Ariana Grande,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,Costa Rica,top200,NEW_ENTRY,9067.0
Thinking out Loud,118,2017-05-13,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Australia,top200,MOVE_UP,22864.0
I Don't Care (with Justin Bieber),174,2021-01-16,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Israel,top200,MOVE_UP,2853.0
Beautiful People (feat. Khalid),67,2020-09-21,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,United Arab Emirates,top200,MOVE_UP,1683.0
Galway Girl,75,2017-09-04,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Global,top200,MOVE_UP,879260.0
MONOPOLY (with Victoria Monét),32,2019-04-07,Ariana Grande,https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P,South Africa,top200,MOVE_UP,2461.0
Photograph,123,2017-04-29,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Ireland,top200,MOVE_UP,4415.0
imagine,15,2019-01-09,Ariana Grande,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,Hong Kong,top200,SAME_POSITION,8361.0
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),10,2019-09-22,Ariana Grande,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN,Czech Republic,top200,SAME_POSITION,9651.0
Nancy Mulligan,64,2017-03-26,Ed Sheeran,https://open.spotify.com/track/35QZaWQRkmnAVqBF1TLCxQ,Poland,top200,MOVE_DOWN,7688.0
Castle on the Hill,110,2018-12-28,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Australia,top200,MOVE_DOWN,36256.0
Beautiful People (feat. Khalid),172,2020-06-30,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Switzerland,top200,MOVE_UP,6034.0
Dive,150,2017-07-29,Ed Sheeran,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,Costa Rica,top200,MOVE_DOWN,2736.0
Photograph,111,2018-02-07,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Thailand,top200,MOVE_UP,2017.0
Cross Me (feat. Chance the Rapper & PnB Rock),39,2019-06-26,Ed Sheeran,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR,Germany,top200,MOVE_UP,171785.0
Bad Habits,72,2021-10-30,Ed Sheeran,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d,Greece,top200,MOVE_DOWN,10906.0
"break up with your girlfriend, i'm bored",36,2019-04-06,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,Indonesia,top200,MOVE_UP,54877.0
bloodline,181,2019-03-17,Ariana Grande,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX,Vietnam,top200,MOVE_UP,1183.0
34+35,44,2020-11-03,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Switzerland,top200,MOVE_DOWN,12227.0
Photograph,78,2017-02-13,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Hungary,top200,MOVE_UP,1483.0
Shape of You,108,2020-03-06,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Hong Kong,top200,SAME_POSITION,3904.0
"thank u, next",42,2019-01-29,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Belgium,viral50,MOVE_DOWN,
South of the Border (feat. Camila Cabello & Cardi B),186,2020-03-30,Ed Sheeran,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,Portugal,top200,MOVE_UP,4496.0
Beautiful People (feat. Khalid),91,2020-02-09,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Sweden,top200,MOVE_DOWN,26631.0
Photograph,178,2020-07-27,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Philippines,top200,MOVE_UP,26709.0
Shape of You,1,2017-02-23,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Australia,top200,SAME_POSITION,259712.0
Shape of You,138,2019-09-25,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Hungary,top200,MOVE_DOWN,2401.0
34+35,130,2020-12-06,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Honduras,top200,MOVE_UP,1959.0
Photograph,88,2017-10-21,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Hong Kong,top200,MOVE_UP,3420.0
Photograph,119,2018-01-04,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Belgium,top200,MOVE_UP,4507.0
Supermarket Flowers,170,2018-05-13,Ed Sheeran,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG,Australia,top200,NEW_ENTRY,24416.0
God is a woman,68,2018-10-08,Ariana Grande,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,Israel,top200,MOVE_DOWN,2211.0
I Don't Care (with Justin Bieber),32,2019-09-23,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Ireland,top200,MOVE_DOWN,18336.0
MONOPOLY (with Victoria Monét),44,2019-04-11,Ariana Grande,https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P,Israel,top200,SAME_POSITION,4811.0
imagine,32,2018-12-23,Ariana Grande,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,Vietnam,top200,MOVE_DOWN,2015.0
34+35,16,2020-11-05,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Philippines,top200,MOVE_DOWN,125212.0
Beautiful People (feat. Khalid),145,2020-07-01,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Denmark,top200,MOVE_DOWN,10000.0
Perfect,105,2020-12-11,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Hong Kong,top200,MOVE_DOWN,4616.0
Stuck with U (with Justin Bieber),2,2020-08-13,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Indonesia,top200,SAME_POSITION,205539.0
Thinking out Loud,198,2019-01-07,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Canada,top200,MOVE_DOWN,27000.0
I Don't Care (with Justin Bieber),175,2020-11-12,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Belgium,top200,MOVE_DOWN,6687.0
Shape of You,156,2019-08-25,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Peru,top200,MOVE_DOWN,9031.0
Supermarket Flowers,185,2017-05-18,Ed Sheeran,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG,Malaysia,top200,MOVE_DOWN,3796.0
Perfect Duet (Ed Sheeran & Beyoncé),166,2018-07-17,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Israel,top200,MOVE_DOWN,1011.0
Castle on the Hill,6,2017-03-09,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Bulgaria,top200,MOVE_DOWN,1832.0
Shape of You,24,2017-10-17,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Peru,top200,MOVE_DOWN,31055.0
no tears left to cry,15,2018-05-09,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Romania,top200,MOVE_DOWN,2759.0
Beautiful People (feat. Khalid),13,2019-08-24,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Germany,top200,MOVE_UP,326263.0
Beautiful People (feat. Khalid),55,2020-03-31,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Latvia,top200,MOVE_UP,1334.0
boyfriend (with Social House),5,2019-08-03,Ariana Grande,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,United Arab Emirates,top200,MOVE_UP,3555.0
Bad Habits,58,2021-08-17,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,Panama,top200,MOVE_DOWN,3479.0
Photograph,177,2021-10-29,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Hong Kong,top200,MOVE_UP,3642.0
Perfect,130,2017-07-25,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Argentina,top200,MOVE_DOWN,17826.0
no tears left to cry,13,2018-06-08,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Vietnam,top200,MOVE_DOWN,3133.0
Thinking out Loud,157,2017-11-27,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,United Kingdom,top200,MOVE_DOWN,45295.0
Stuck with U (with Justin Bieber),40,2020-06-06,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Argentina,viral50,SAME_POSITION,
7 rings,170,2020-08-09,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Singapore,top200,MOVE_DOWN,5765.0
no tears left to cry,143,2019-02-10,Ariana Grande,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,Netherlands,top200,MOVE_UP,29607.0
needy,195,2019-02-24,Ariana Grande,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ,Indonesia,top200,MOVE_UP,17046.0
Shape of You,4,2017-02-26,Ed Sheeran,https://open.spotify.com/track/0FE9t6xYkqWXU2ahLh6D8X,Peru,viral50,SAME_POSITION,
One Last Time,94,2017-09-02,Ariana Grande,https://open.spotify.com/track/7bJwvubZZaoGE1AGEfu8Fi,Ireland,top200,MOVE_UP,5460.0
Shape of You,172,2021-11-16,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Belgium,top200,MOVE_UP,6521.0
Barcelona,174,2017-08-27,Ed Sheeran,https://open.spotify.com/track/3Lfiu5sZ4M4B6JaKMBc0FU,United Kingdom,top200,MOVE_UP,35019.0
"break up with your girlfriend, i'm bored",65,2019-05-27,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,Global,top200,SAME_POSITION,1162971.0
What Do I Know?,188,2017-08-13,Ed Sheeran,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92,New Zealand,top200,MOVE_UP,4313.0
God is a woman,68,2018-07-27,Ariana Grande,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ,Guatemala,top200,MOVE_DOWN,3137.0
Beautiful People (feat. Khalid),40,2019-07-30,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,El Salvador,viral50,MOVE_DOWN,
7 rings,41,2020-01-06,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Saudi Arabia,top200,MOVE_DOWN,3613.0
I Don't Care (with Justin Bieber),28,2019-11-07,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Philippines,top200,SAME_POSITION,106981.0
boyfriend (with Social House),6,2019-08-26,Ariana Grande,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,Taiwan,top200,SAME_POSITION,24631.0
positions,167,2021-10-07,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Indonesia,top200,MOVE_UP,38971.0
Stuck with U (with Justin Bieber),150,2020-06-09,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Honduras,top200,MOVE_DOWN,1421.0
Perfect,40,2017-12-11,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Iceland,top200,MOVE_UP,2514.0
34+35,141,2021-07-23,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,United Arab Emirates,top200,MOVE_DOWN,1283.0
Thinking out Loud,146,2018-10-15,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Guatemala,top200,MOVE_UP,1766.0
Afterglow,25,2021-01-10,Ed Sheeran,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq,Finland,top200,MOVE_DOWN,15574.0
Stuck with U (with Justin Bieber),61,2021-07-27,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Malaysia,top200,MOVE_UP,12998.0
Shape of You,62,2019-03-28,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Costa Rica,top200,MOVE_DOWN,5786.0
Beautiful People (feat. Khalid),167,2019-11-08,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Dominican Republic,top200,MOVE_DOWN,1590.0
I Don't Care (with Justin Bieber),195,2020-03-19,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Paraguay,top200,NEW_ENTRY,2251.0
God is a woman,38,2018-09-20,Ariana Grande,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,Lithuania,top200,MOVE_UP,1405.0
I Don't Care (with Justin Bieber),49,2020-02-28,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Australia,top200,MOVE_DOWN,78064.0
Shape of You,128,2018-09-12,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Paraguay,top200,MOVE_DOWN,1843.0
imagine,29,2018-12-27,Ariana Grande,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,Philippines,top200,MOVE_DOWN,89585.0
Castle on the Hill,31,2017-03-02,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Turkey,top200,MOVE_UP,15466.0
"thank u, next",1,2018-12-17,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Singapore,top200,SAME_POSITION,55019.0
7 rings,135,2020-02-02,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Peru,top200,MOVE_DOWN,12401.0
34+35,117,2021-02-06,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Honduras,top200,MOVE_DOWN,2169.0
Cross Me (feat. Chance the Rapper & PnB Rock),159,2019-06-28,Ed Sheeran,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR,Uruguay,top200,MOVE_UP,1591.0
Shivers,28,2021-09-25,Ed Sheeran,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r,South Africa,top200,MOVE_DOWN,11019.0
pov,176,2020-12-17,Ariana Grande,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33,Dominican Republic,top200,MOVE_DOWN,1889.0
